Year,AvgAnnualGPR
2010,84.17017555236816
2011,90.0953877766927
2012,81.47523371378581
2013,83.03660519917806
2014,100.29158528645833
2015,105.95364507039388
2016,98.6786880493164
2017,107.37731170654297
2018,98.5529073079427
2019,90.94625282287598
2020,77.29380416870117
2021,82.07023620605469
2022,157.58319346110025
2023,121.7112553914388
2024,134.31085014343262
2025,145.668798828125
